customer_id,first_name,last_name,email,phone_number,dob,street_address,city,state,postal_code,country,risk_score_segment,created_at
CUST_0044,Rahul,Reddy,cust_0044@example-bank.com,+91 8968808124,1965-11-18,"Flat 499, Block A",Bengaluru,Karnataka,776445,India,Low,2025-07-04 00:37:37
CUST_0045,Vijay,Reddy,cust_0045@example-bank.com,+91 6356731834,1967-05-08,"Flat 396, Block A",Delhi,Delhi,399087,India,Low,2025-10-30 16:44:03
CUST_0046,Anjali,Sharma,cust_0046@example-bank.com,+91 8690191695,1972-03-22,"Flat 223, Block B",Ahmedabad,Gujarat,620710,India,Low,2025-08-25 09:50:02
CUST_0047,Rahul,Joshi,cust_0047@example-bank.com,+91 9268336651,1979-08-24,"Flat 173, Block A",Ahmedabad,Gujarat,571869,India,Low,2025-12-02 11:23:19
CUST_0048,Priya,Joshi,cust_0048@example-bank.com,+91 8224829894,1971-09-12,"Flat 189, Block D",Chennai,Tamil Nadu,286424,India,Low,2025-05-26 18:15:46
CUST_0049,Neha,Rao,cust_0049@example-bank.com,+91 9505143137,1989-12-12,"Flat 226, Block B",Hyderabad,Telangana,350275,India,Low,2025-08-28 07:51:27
CUST_0050,Sneha,Nair,cust_0050@example-bank.com,+91 9913528979,1970-05-08,"Flat 196, Block B",Chennai,Tamil Nadu,733276,India,Medium,2026-01-22 10:28:34
CUST_0051,Suresh,Singh,cust_0051@example-bank.com,+91 9426200624,1975-09-26,"Flat 467, Block A",Kolkata,West Bengal,657102,India,Low,2025-06-11 18:46:01
CUST_0052,Amit,Kumbari,cust_0052@example-bank.com,+91 9301341718,1986-03-05,"Flat 53, Block D",Chennai,Tamil Nadu,184617,India,Low,2025-05-11 09:53:59
CUST_0053,Priya,Singh,cust_0053@example-bank.com,+91 6121160644,1995-09-07,"Flat 279, Block A",Pune,Maharashtra,591198,India,Low,2025-04-01 16:35:51
CUST_0054,Shweta,Reddy,cust_0054@example-bank.com,+91 8404239713,1996-05-12,"Flat 140, Block D",Bengaluru,Karnataka,421589,India,Low,2025-11-04 18:50:08
CUST_0055,Priya,Joshi,cust_0055@example-bank.com,+91 7971253297,1967-01-11,"Flat 426, Block C",Kolkata,West Bengal,295163,India,Low,2025-11-29 05:49:06
CUST_0056,Rahul,Rao,cust_0056@example-bank.com,+91 6725246377,1965-09-28,"Flat 372, Block B",Pune,Maharashtra,756908,India,Low,2025-11-04 14:51:43
CUST_0057,Shweta,Sharma,cust_0057@example-bank.com,+91 6922119836,1963-12-24,"Flat 289, Block A",Mumbai,Maharashtra,625077,India,Low,2026-03-21 17:18:57
CUST_0058,Priya,Sharma,cust_0058@example-bank.com,+91 8889854627,1979-07-30,"Flat 92, Block C",Chennai,Tamil Nadu,623656,India,Low,2025-12-31 11:32:40
CUST_0059,Deepa,Nair,cust_0059@example-bank.com,+91 6289297990,1979-03-22,"Flat 160, Block D",Bengaluru,Karnataka,369452,India,Medium,2026-03-16 21:39:43
CUST_0060,Deepa,Das,cust_0060@example-bank.com,+91 9070951300,1967-01-15,"Flat 386, Block B",Hyderabad,Telangana,582043,India,Low,2025-10-09 03:15:04
CUST_0061,Neha,Nair,cust_0061@example-bank.com,+91 7851509668,1998-02-06,"Flat 451, Block D",Ahmedabad,Gujarat,704106,India,Low,2025-10-21 18:42:57
CUST_0062,Deepa,Das,cust_0062@example-bank.com,+91 6674375132,1987-10-13,"Flat 200, Block A",Delhi,Delhi,261563,India,Low,2026-03-21 10:14:01
CUST_0063,Anjali,Patel,cust_0063@example-bank.com,+91 8538164107,1995-09-07,"Flat 267, Block D",Delhi,Delhi,321469,India,Low,2025-06-12 23:01:49
CUST_0064,Vijay,Kumbari,cust_0064@example-bank.com,+91 7967200898,1971-05-25,"Flat 194, Block A",Chennai,Tamil Nadu,305323,India,Low,2025-08-03 06:43:03
CUST_0065,Sneha,Gupta,cust_0065@example-bank.com,+91 6906937184,1981-02-18,"Flat 476, Block B",Mumbai,Maharashtra,468696,India,Low,2025-12-22 23:01:04
CUST_0066,Shweta,Verma,cust_0066@example-bank.com,+91 9967011992,1965-08-12,"Flat 310, Block B",Mumbai,Maharashtra,334615,India,Low,2025-10-18 11:40:45
CUST_0067,Suresh,Joshi,cust_0067@example-bank.com,+91 9275745638,1966-11-05,"Flat 269, Block B",Bengaluru,Karnataka,198418,India,Low,2026-02-03 13:40:13
CUST_0068,Neha,Sharma,cust_0068@example-bank.com,+91 8621053801,1996-12-15,"Flat 443, Block C",Bengaluru,Karnataka,580326,India,Low,2025-10-26 17:57:10
CUST_0069,Rahul,Joshi,cust_0069@example-bank.com,+91 7049678901,1983-05-21,"Flat 209, Block C",Mumbai,Maharashtra,644221,India,Low,2025-07-17 00:33:04
CUST_0070,Rahul,Nair,cust_0070@example-bank.com,+91 8586167361,1992-10-19,"Flat 1, Block C",Kolkata,West Bengal,140531,India,Low,2025-04-07 20:45:42
CUST_0071,Suresh,Sharma,cust_0071@example-bank.com,+91 6324104833,1967-02-10,"Flat 274, Block D",Bengaluru,Karnataka,441132,India,Low,2025-11-24 12:58:18
CUST_0072,Shweta,Gupta,cust_0072@example-bank.com,+91 8204311939,1966-04-20,"Flat 203, Block B",Kolkata,West Bengal,598195,India,Medium,2026-03-31 13:38:29
CUST_0073,Rahul,Verma,cust_0073@example-bank.com,+91 8517767573,1976-04-09,"Flat 83, Block C",Chennai,Tamil Nadu,408503,India,Medium,2026-01-30 01:54:19
CUST_0074,Deepa,Verma,cust_0074@example-bank.com,+91 9939778628,1981-03-29,"Flat 406, Block B",Ahmedabad,Gujarat,150315,India,Medium,2025-08-14 15:03:47
CUST_0075,Suresh,Nair,cust_0075@example-bank.com,+91 8374780680,1996-12-14,"Flat 206, Block D",Pune,Maharashtra,416501,India,Low,2025-04-01 03:20:28
CUST_0076,Suresh,Patel,cust_0076@example-bank.com,+91 9148936020,1983-06-22,"Flat 467, Block C",Hyderabad,Telangana,750388,India,Low,2025-05-01 13:23:48
CUST_0077,Vikram,Patel,cust_0077@example-bank.com,+91 9146523856,1980-02-06,"Flat 389, Block B",Chennai,Tamil Nadu,591201,India,Low,2025-12-23 02:07:13
CUST_0078,Sneha,Joshi,cust_0078@example-bank.com,+91 6899072189,1964-07-03,"Flat 302, Block D",Pune,Maharashtra,822149,India,Medium,2025-10-23 17:45:48
CUST_0079,Suresh,Gupta,cust_0079@example-bank.com,+91 9660105907,1974-11-17,"Flat 438, Block C",Pune,Maharashtra,624188,India,Low,2025-12-19 14:15:07
CUST_0080,Deepa,Rao,cust_0080@example-bank.com,+91 8633890849,1981-01-24,"Flat 345, Block C",Chennai,Tamil Nadu,148546,India,Low,2025-10-06 09:26:22
CUST_0081,Vijay,Sharma,cust_0081@example-bank.com,+91 9883384124,1978-10-04,"Flat 87, Block B",Pune,Maharashtra,256191,India,Low,2025-05-29 18:35:46
CUST_0082,Anjali,Reddy,cust_0082@example-bank.com,+91 8651578589,1989-04-04,"Flat 316, Block D",Bengaluru,Karnataka,589629,India,Low,2025-04-03 15:45:13
CUST_0083,Anjali,Patel,cust_0083@example-bank.com,+91 9301553337,1967-06-26,"Flat 57, Block C",Kolkata,West Bengal,495041,India,Medium,2026-02-11 05:32:45
CUST_0084,Anjali,Gupta,cust_0084@example-bank.com,+91 9681755094,1965-04-09,"Flat 483, Block B",Pune,Maharashtra,781445,India,High,2025-12-04 16:06:16
CUST_0085,Suresh,Reddy,cust_0085@example-bank.com,+91 7916912802,1971-07-06,"Flat 24, Block C",Ahmedabad,Gujarat,611042,India,Low,2025-09-08 09:05:44
CUST_0086,Vikram,Gupta,cust_0086@example-bank.com,+91 7841425133,1968-01-22,"Flat 437, Block D",Kolkata,West Bengal,514360,India,Low,2025-11-07 18:29:14
CUST_0087,Vikram,Joshi,cust_0087@example-bank.com,+91 9845147268,1971-08-01,"Flat 487, Block B",Hyderabad,Telangana,749126,India,Low,2025-04-08 07:28:31
CUST_0088,Amit,Patel,cust_0088@example-bank.com,+91 8803954765,2000-01-17,"Flat 352, Block B",Chennai,Tamil Nadu,592495,India,Low,2026-02-18 04:40:08
CUST_0089,Priya,Sharma,cust_0089@example-bank.com,+91 6922647830,1976-12-21,"Flat 337, Block B",Mumbai,Maharashtra,588067,India,Low,2025-07-31 21:23:52
CUST_0090,Suresh,Mehta,cust_0090@example-bank.com,+91 9315503060,1979-05-15,"Flat 415, Block A",Mumbai,Maharashtra,152159,India,Low,2025-09-26 18:08:04
CUST_0091,Suresh,Rao,cust_0091@example-bank.com,+91 9604832487,1995-01-16,"Flat 393, Block A",Bengaluru,Karnataka,651597,India,Low,2025-10-14 11:28:52
CUST_0092,Neha,Mehta,cust_0092@example-bank.com,+91 9594929378,1989-11-17,"Flat 303, Block B",Ahmedabad,Gujarat,165081,India,Low,2025-06-17 20:28:11
CUST_0093,Amit,Verma,cust_0093@example-bank.com,+91 9855899461,1984-07-29,"Flat 210, Block C",Pune,Maharashtra,199532,India,Low,2025-06-15 00:28:04
CUST_0094,Anjali,Joshi,cust_0094@example-bank.com,+91 8336466241,1965-11-18,"Flat 184, Block B",Mumbai,Maharashtra,747638,India,Low,2025-10-01 07:22:03
CUST_0095,Priya,Verma,cust_0095@example-bank.com,+91 9991418123,1976-04-04,"Flat 443, Block C",Pune,Maharashtra,159335,India,Low,2025-12-19 12:15:26
CUST_0096,Deepa,Patel,cust_0096@example-bank.com,+91 8996673469,1965-01-22,"Flat 496, Block D",Pune,Maharashtra,310769,India,Low,2025-08-05 17:30:16
CUST_0097,Shweta,Patel,cust_0097@example-bank.com,+91 9153002886,1986-04-17,"Flat 259, Block C",Kolkata,West Bengal,285825,India,Low,2025-10-24 01:20:19
CUST_0098,Ramesh,Gupta,cust_0098@example-bank.com,+91 7680285062,1991-04-26,"Flat 171, Block A",Hyderabad,Telangana,767064,India,Low,2026-03-28 23:30:28
CUST_0099,Neha,Mehta,cust_0099@example-bank.com,+91 8898183160,1976-10-12,"Flat 451, Block D",Chennai,Tamil Nadu,741069,India,High,2025-07-03 23:13:20
CUST_0100,Deepa,Nair,cust_0100@example-bank.com,+91 6341091279,1993-10-22,"Flat 86, Block B",Kolkata,West Bengal,295413,India,Low,2025-04-29 12:33:02
CUST_0101,Sneha,Reddy,cust_0101@example-bank.com,+91 8397263656,1980-10-17,"Flat 385, Block C",Kolkata,West Bengal,296928,India,Low,2025-04-06 20:46:15
CUST_0102,Shweta,Rao,cust_0102@example-bank.com,+91 6044213665,1969-05-20,"Flat 292, Block D",Pune,Maharashtra,432694,India,Low,2025-12-20 14:40:23
CUST_0103,Vikram,Reddy,cust_0103@example-bank.com,+91 7113569974,1963-10-26,"Flat 238, Block B",Delhi,Delhi,392406,India,Low,2025-07-09 14:33:38
CUST_0104,Priya,Patel,cust_0104@example-bank.com,+91 8288752083,1999-11-19,"Flat 473, Block A",Mumbai,Maharashtra,615297,India,Low,2025-12-04 11:22:10
CUST_0105,Ramesh,Gupta,cust_0105@example-bank.com,+91 7680374432,1983-06-03,"Flat 434, Block C",Chennai,Tamil Nadu,513192,India,Low,2026-03-14 07:04:56
CUST_0106,Suresh,Nair,cust_0106@example-bank.com,+91 7913064064,1991-09-23,"Flat 436, Block C",Ahmedabad,Gujarat,167816,India,Low,2026-03-23 14:29:28
CUST_0107,Suresh,Gupta,cust_0107@example-bank.com,+91 7949743730,1964-12-31,"Flat 383, Block A",Delhi,Delhi,557348,India,High,2025-06-27 06:10:35
CUST_0108,Ramesh,Kumbari,cust_0108@example-bank.com,+91 7487922319,1974-11-22,"Flat 362, Block C",Bengaluru,Karnataka,324449,India,Low,2025-04-13 09:06:39
CUST_0109,Vijay,Reddy,cust_0109@example-bank.com,+91 9365862127,1965-10-26,"Flat 374, Block D",Kolkata,West Bengal,375754,India,Low,2026-02-16 22:56:33
CUST_0110,Ramesh,Das,cust_0110@example-bank.com,+91 6885651738,1987-06-24,"Flat 428, Block A",Kolkata,West Bengal,496765,India,Low,2025-05-21 08:55:29
CUST_0111,Ramesh,Singh,cust_0111@example-bank.com,+91 8890823935,1998-11-17,"Flat 95, Block C",Chennai,Tamil Nadu,128925,India,Low,2025-07-20 16:52:06
CUST_0112,Neha,Kumbari,cust_0112@example-bank.com,+91 7895465096,1976-12-15,"Flat 233, Block D",Pune,Maharashtra,774231,India,Low,2026-01-21 21:19:48
CUST_0113,Amit,Gupta,cust_0113@example-bank.com,+91 7017434579,1995-08-01,"Flat 342, Block C",Chennai,Tamil Nadu,746175,India,Low,2025-10-14 18:27:25
CUST_0114,Rahul,Reddy,cust_0114@example-bank.com,+91 9509918347,1961-11-30,"Flat 200, Block B",Bengaluru,Karnataka,394772,India,Low,2026-01-21 19:59:29
CUST_0115,Amit,Sharma,cust_0115@example-bank.com,+91 7748769237,1960-01-19,"Flat 396, Block A",Mumbai,Maharashtra,559880,India,Low,2026-02-14 14:08:38
CUST_0116,Amit,Verma,cust_0116@example-bank.com,+91 9526264168,1972-06-07,"Flat 430, Block B",Chennai,Tamil Nadu,392054,India,Low,2025-07-23 23:04:08
CUST_0117,Neha,Sharma,cust_0117@example-bank.com,+91 8466143054,1975-05-28,"Flat 68, Block D",Kolkata,West Bengal,818395,India,Low,2026-02-16 17:08:25
CUST_0118,Rahul,Rao,cust_0118@example-bank.com,+91 7317714529,1975-05-29,"Flat 421, Block B",Hyderabad,Telangana,393439,India,Low,2025-05-06 03:07:36
CUST_0119,Shweta,Kumbari,cust_0119@example-bank.com,+91 7072481625,1972-12-15,"Flat 69, Block A",Kolkata,West Bengal,437029,India,Low,2026-03-20 22:22:25
CUST_0120,Ramesh,Sharma,cust_0120@example-bank.com,+91 8748152025,1972-04-25,"Flat 98, Block A",Pune,Maharashtra,589392,India,Low,2025-05-02 08:07:26
CUST_0121,Rahul,Reddy,cust_0121@example-bank.com,+91 7881064033,1998-11-11,"Flat 397, Block C",Ahmedabad,Gujarat,397430,India,Low,2025-12-29 10:20:10
CUST_0122,Amit,Verma,cust_0122@example-bank.com,+91 8526012120,1995-11-24,"Flat 165, Block A",Ahmedabad,Gujarat,773863,India,Low,2025-08-19 00:44:32
CUST_0123,Priya,Patel,cust_0123@example-bank.com,+91 8899060874,1975-11-17,"Flat 74, Block A",Bengaluru,Karnataka,197398,India,Low,2025-06-13 23:10:20
CUST_0124,Suresh,Patel,cust_0124@example-bank.com,+91 9329326215,1981-01-09,"Flat 359, Block D",Delhi,Delhi,217702,India,Low,2025-08-18 14:36:42
CUST_0125,Suresh,Singh,cust_0125@example-bank.com,+91 8461929398,1963-11-01,"Flat 156, Block D",Pune,Maharashtra,730171,India,Medium,2025-10-31 07:25:31
CUST_0126,Neha,Das,cust_0126@example-bank.com,+91 8679733966,1971-08-26,"Flat 235, Block B",Kolkata,West Bengal,786006,India,Low,2026-03-26 12:00:53
CUST_0127,Vikram,Sharma,cust_0127@example-bank.com,+91 8482839647,1981-11-25,"Flat 125, Block B",Bengaluru,Karnataka,769724,India,Low,2026-03-25 05:15:02
CUST_0128,Neha,Kumbari,cust_0128@example-bank.com,+91 8745944703,1995-01-17,"Flat 228, Block D",Bengaluru,Karnataka,679087,India,Low,2025-10-21 21:21:12
CUST_0129,Amit,Singh,cust_0129@example-bank.com,+91 6066477352,1997-12-18,"Flat 475, Block B",Delhi,Delhi,322853,India,Low,2025-11-28 10:32:13
CUST_0130,Ramesh,Rao,cust_0130@example-bank.com,+91 6651918964,1977-12-07,"Flat 224, Block D",Kolkata,West Bengal,306995,India,Low,2025-04-11 09:14:56
CUST_0131,Priya,Joshi,cust_0131@example-bank.com,+91 8602293590,1984-07-02,"Flat 315, Block B",Bengaluru,Karnataka,160867,India,Low,2026-03-25 09:19:53
CUST_0132,Neha,Verma,cust_0132@example-bank.com,+91 9768199802,1963-08-25,"Flat 144, Block B",Chennai,Tamil Nadu,562921,India,Low,2025-05-13 03:01:50
CUST_0133,Deepa,Nair,cust_0133@example-bank.com,+91 6924186508,1968-04-14,"Flat 448, Block B",Chennai,Tamil Nadu,333337,India,Medium,2025-09-22 23:18:27
CUST_0134,Amit,Rao,cust_0134@example-bank.com,+91 7971273128,1979-01-15,"Flat 397, Block A",Delhi,Delhi,238700,India,Medium,2026-02-13 08:07:44
CUST_0135,Vijay,Nair,cust_0135@example-bank.com,+91 7691098944,1992-03-12,"Flat 426, Block D",Chennai,Tamil Nadu,537077,India,Low,2025-08-03 10:44:40
CUST_0136,Amit,Verma,cust_0136@example-bank.com,+91 6833115723,1961-08-24,"Flat 476, Block D",Chennai,Tamil Nadu,456528,India,Low,2026-02-04 15:30:12
CUST_0137,Priya,Singh,cust_0137@example-bank.com,+91 8723184055,1973-02-06,"Flat 399, Block A",Ahmedabad,Gujarat,498833,India,Low,2025-08-08 00:36:20
CUST_0138,Deepa,Gupta,cust_0138@example-bank.com,+91 8470604476,2000-09-07,"Flat 216, Block D",Kolkata,West Bengal,205106,India,Low,2026-01-24 13:38:14
CUST_0139,Priya,Das,cust_0139@example-bank.com,+91 8049719261,1998-01-02,"Flat 18, Block C",Bengaluru,Karnataka,110101,India,Low,2025-05-10 16:36:48
CUST_0140,Deepa,Gupta,cust_0140@example-bank.com,+91 8626079912,1998-10-02,"Flat 141, Block C",Bengaluru,Karnataka,218316,India,Low,2025-11-13 05:20:33
CUST_0141,Deepa,Gupta,cust_0141@example-bank.com,+91 6957968499,1993-01-09,"Flat 331, Block A",Mumbai,Maharashtra,803696,India,Low,2025-08-17 16:53:18
CUST_0142,Anjali,Patel,cust_0142@example-bank.com,+91 8041373966,1982-02-02,"Flat 65, Block A",Chennai,Tamil Nadu,637545,India,Medium,2025-08-15 02:53:56
CUST_0143,Deepa,Joshi,cust_0143@example-bank.com,+91 6167969011,1980-02-22,"Flat 112, Block C",Ahmedabad,Gujarat,260867,India,Low,2026-03-17 15:04:40
CUST_0144,Deepa,Das,cust_0144@example-bank.com,+91 9533239114,1965-07-31,"Flat 232, Block C",Hyderabad,Telangana,406877,India,Low,2025-10-20 19:32:18
CUST_0145,Vikram,Gupta,cust_0145@example-bank.com,+91 8320400195,1977-11-30,"Flat 357, Block A",Chennai,Tamil Nadu,641830,India,Low,2025-11-30 20:25:23
CUST_0146,Anjali,Sharma,cust_0146@example-bank.com,+91 8203264009,1965-02-05,"Flat 429, Block B",Ahmedabad,Gujarat,768652,India,Low,2026-03-10 16:57:34
CUST_0147,Shweta,Joshi,cust_0147@example-bank.com,+91 8751267528,1982-04-13,"Flat 350, Block B",Ahmedabad,Gujarat,219912,India,Low,2025-08-19 17:30:14
CUST_0148,Shweta,Kumbari,cust_0148@example-bank.com,+91 9586229286,1961-04-08,"Flat 451, Block A",Hyderabad,Telangana,741955,India,Low,2025-04-21 20:28:38
CUST_0149,Vikram,Rao,cust_0149@example-bank.com,+91 7998086702,1976-01-26,"Flat 184, Block C",Ahmedabad,Gujarat,303114,India,Low,2025-12-12 23:51:31
CUST_0150,Anjali,Kumbari,cust_0150@example-bank.com,+91 6345913312,1970-04-15,"Flat 323, Block A",Kolkata,West Bengal,429903,India,Low,2026-03-14 18:24:59
CUST_0151,Rahul,Joshi,cust_0151@example-bank.com,+91 8935133267,1968-04-14,"Flat 376, Block B",Delhi,Delhi,610909,India,Low,2025-07-17 08:44:52
CUST_0152,Priya,Das,cust_0152@example-bank.com,+91 8324410006,1967-12-13,"Flat 134, Block B",Bengaluru,Karnataka,221670,India,Medium,2025-05-25 04:39:35
CUST_0153,Ramesh,Das,cust_0153@example-bank.com,+91 7265323243,1982-07-11,"Flat 105, Block A",Hyderabad,Telangana,776522,India,Low,2025-11-20 10:32:57
CUST_0154,Suresh,Reddy,cust_0154@example-bank.com,+91 7373301977,1983-11-25,"Flat 177, Block A",Mumbai,Maharashtra,434227,India,Low,2025-10-07 13:17:09
CUST_0155,Suresh,Gupta,cust_0155@example-bank.com,+91 6591153601,1985-08-28,"Flat 48, Block D",Ahmedabad,Gujarat,789993,India,Low,2025-11-25 23:53:08
CUST_0156,Vijay,Reddy,cust_0156@example-bank.com,+91 7116346728,1976-07-19,"Flat 242, Block B",Delhi,Delhi,749673,India,Low,2025-07-04 02:28:29
