customer_id,first_name,last_name,email,signup_date,gender,age,preferred_language,acquisition_channel,lifetime_value
CUST_0020,Vikram,Sharma,cust_0020@customer-c360.com,2026-04-01,Male,21,English,Direct Traffic,0.0
CUST_0021,Karan,Verma,cust_0021@customer-c360.com,2026-03-14,Male,59,English,Facebook Ads,4305.47
CUST_0022,Pooja,Verma,cust_0022@customer-c360.com,2026-01-24,Male,36,English,Google Ads,1762.36
CUST_0023,Meera,Rao,cust_0023@customer-c360.com,2026-02-05,Other,40,English,Organic Search,0.0
CUST_0024,Pooja,Das,cust_0024@customer-c360.com,2026-01-19,Male,35,English,Organic Search,11089.61
CUST_0025,Amit,Joshi,cust_0025@customer-c360.com,2026-01-04,Female,35,English,Facebook Ads,17827.23
CUST_0026,Rohan,Patel,cust_0026@customer-c360.com,2026-01-12,Male,63,English,Facebook Ads,11009.02
CUST_0027,Divya,Singh,cust_0027@customer-c360.com,2026-03-25,Male,65,English,Facebook Ads,18194.57
CUST_0028,Rohan,Das,cust_0028@customer-c360.com,2026-01-12,Female,24,English,Organic Search,10368.9
CUST_0029,Meera,Gupta,cust_0029@customer-c360.com,2026-03-28,Male,28,English,Facebook Ads,0.0
CUST_0030,Sneha,Singh,cust_0030@customer-c360.com,2026-03-04,Male,61,English,Organic Search,10763.29
CUST_0031,Vikram,Rao,cust_0031@customer-c360.com,2026-03-08,Female,43,English,Organic Search,5759.41
CUST_0032,Divya,Patel,cust_0032@customer-c360.com,2026-03-15,Male,61,English,Direct Traffic,0.0
CUST_0033,Vikram,Gupta,cust_0033@customer-c360.com,2026-01-27,Female,47,English,Organic Search,10689.02
CUST_0034,Rohan,Joshi,cust_0034@customer-c360.com,2026-03-10,Male,51,English,Direct Traffic,0.0
CUST_0035,Sneha,Kumbari,cust_0035@customer-c360.com,2026-03-08,Male,29,English,Direct Traffic,0.0
CUST_0036,Divya,Nair,cust_0036@customer-c360.com,2026-01-08,Female,55,English,Organic Search,27364.12
CUST_0037,Pooja,Gupta,cust_0037@customer-c360.com,2026-03-28,Other,59,English,Facebook Ads,7263.2
CUST_0038,Rohan,Nair,cust_0038@customer-c360.com,2026-01-02,Male,23,English,Facebook Ads,4115.07
CUST_0039,Amit,Joshi,cust_0039@customer-c360.com,2026-01-20,Female,19,English,Organic Search,10360.4
CUST_0040,Amit,Das,cust_0040@customer-c360.com,2026-03-28,Other,18,English,Organic Search,7099.35
CUST_0041,Divya,Singh,cust_0041@customer-c360.com,2026-03-13,Female,54,English,Google Ads,2971.0
CUST_0042,Divya,Das,cust_0042@customer-c360.com,2026-03-01,Other,19,English,Direct Traffic,14348.86
CUST_0043,Meera,Joshi,cust_0043@customer-c360.com,2026-01-14,Other,43,English,Direct Traffic,10953.91
CUST_0044,Sneha,Das,cust_0044@customer-c360.com,2026-02-18,Male,56,English,Organic Search,2512.89
CUST_0045,Divya,Nair,cust_0045@customer-c360.com,2026-03-31,Male,50,English,Direct Traffic,15737.55
CUST_0046,Rohan,Singh,cust_0046@customer-c360.com,2026-01-17,Female,21,English,Facebook Ads,1059.22
CUST_0047,Rohan,Kumbari,cust_0047@customer-c360.com,2026-03-13,Female,36,English,Google Ads,15732.42
CUST_0048,Arjun,Nair,cust_0048@customer-c360.com,2026-02-16,Female,43,English,Direct Traffic,11758.41
CUST_0049,Amit,Nair,cust_0049@customer-c360.com,2026-02-25,Male,42,English,Facebook Ads,7950.39
CUST_0050,Rohan,Nair,cust_0050@customer-c360.com,2026-01-15,Male,38,English,Direct Traffic,24292.47
CUST_0051,Sneha,Patel,cust_0051@customer-c360.com,2026-03-03,Other,33,English,Facebook Ads,0.0
CUST_0052,Divya,Singh,cust_0052@customer-c360.com,2026-03-12,Female,24,English,Organic Search,0.0
CUST_0053,Vikram,Patel,cust_0053@customer-c360.com,2026-03-07,Female,42,English,Organic Search,1567.19
CUST_0054,Arjun,Verma,cust_0054@customer-c360.com,2026-01-10,Male,26,English,Direct Traffic,6141.42
CUST_0055,Sneha,Das,cust_0055@customer-c360.com,2026-02-22,Other,61,English,Direct Traffic,0.0
CUST_0056,Pooja,Das,cust_0056@customer-c360.com,2026-03-07,Male,33,English,Organic Search,10637.76
CUST_0057,Divya,Das,cust_0057@customer-c360.com,2026-02-24,Male,62,English,Facebook Ads,11853.21
CUST_0058,Divya,Das,cust_0058@customer-c360.com,2026-04-09,Male,46,English,Google Ads,11119.77
CUST_0059,Sneha,Singh,cust_0059@customer-c360.com,2026-04-01,Female,40,English,Direct Traffic,0.0
CUST_0060,Sneha,Joshi,cust_0060@customer-c360.com,2026-01-20,Female,52,English,Direct Traffic,11763.82
CUST_0061,Meera,Rao,cust_0061@customer-c360.com,2026-03-15,Male,60,English,Direct Traffic,6346.52
CUST_0062,Pooja,Singh,cust_0062@customer-c360.com,2026-02-01,Male,27,English,Facebook Ads,15523.79
CUST_0063,Divya,Sharma,cust_0063@customer-c360.com,2026-01-10,Male,23,English,Google Ads,18982.55
CUST_0064,Karan,Rao,cust_0064@customer-c360.com,2026-04-04,Male,19,English,Facebook Ads,0.0
CUST_0065,Karan,Joshi,cust_0065@customer-c360.com,2026-01-24,Male,46,English,Direct Traffic,11993.03
CUST_0066,Vikram,Singh,cust_0066@customer-c360.com,2026-03-06,Female,28,English,Google Ads,6479.59
CUST_0067,Shweta,Kumbari,cust_0067@customer-c360.com,2026-03-09,Male,29,English,Organic Search,5618.63
CUST_0068,Shweta,Singh,cust_0068@customer-c360.com,2026-01-05,Other,49,English,Organic Search,7127.61
CUST_0069,Meera,Das,cust_0069@customer-c360.com,2026-02-07,Male,58,English,Facebook Ads,7576.31
CUST_0070,Vikram,Nair,cust_0070@customer-c360.com,2026-03-11,Male,42,English,Organic Search,0.0
CUST_0071,Arjun,Verma,cust_0071@customer-c360.com,2026-03-01,Other,50,English,Organic Search,5410.66
CUST_0072,Divya,Kumbari,cust_0072@customer-c360.com,2026-03-15,Other,61,English,Google Ads,13346.67
CUST_0073,Sneha,Sharma,cust_0073@customer-c360.com,2026-03-19,Male,39,English,Facebook Ads,0.0
CUST_0074,Vikram,Rao,cust_0074@customer-c360.com,2026-03-10,Female,25,English,Facebook Ads,19273.77
CUST_0075,Rohan,Kumbari,cust_0075@customer-c360.com,2026-01-07,Female,53,English,Facebook Ads,6567.83
CUST_0076,Sneha,Sharma,cust_0076@customer-c360.com,2026-03-23,Male,48,English,Organic Search,10950.65
CUST_0077,Vikram,Sharma,cust_0077@customer-c360.com,2026-01-05,Other,24,English,Organic Search,0.0
CUST_0078,Meera,Joshi,cust_0078@customer-c360.com,2026-02-13,Male,22,English,Facebook Ads,23574.91
CUST_0079,Meera,Sharma,cust_0079@customer-c360.com,2026-03-05,Female,30,English,Facebook Ads,1896.91
CUST_0080,Rohan,Rao,cust_0080@customer-c360.com,2026-02-11,Male,51,English,Facebook Ads,0.0
CUST_0081,Arjun,Patel,cust_0081@customer-c360.com,2026-04-10,Male,18,English,Organic Search,0.0
CUST_0082,Sneha,Sharma,cust_0082@customer-c360.com,2026-02-18,Other,49,English,Organic Search,0.0
CUST_0083,Karan,Joshi,cust_0083@customer-c360.com,2026-02-05,Female,32,English,Facebook Ads,1682.42
CUST_0084,Divya,Singh,cust_0084@customer-c360.com,2026-01-12,Male,63,English,Google Ads,0.0
CUST_0085,Pooja,Das,cust_0085@customer-c360.com,2026-02-21,Male,35,English,Facebook Ads,6029.87
CUST_0086,Arjun,Gupta,cust_0086@customer-c360.com,2026-02-03,Other,26,English,Google Ads,4697.26
CUST_0087,Sneha,Sharma,cust_0087@customer-c360.com,2026-02-08,Female,21,English,Facebook Ads,5184.58
CUST_0088,Pooja,Joshi,cust_0088@customer-c360.com,2026-02-21,Other,43,English,Organic Search,8473.0
CUST_0089,Pooja,Gupta,cust_0089@customer-c360.com,2026-01-07,Male,27,English,Facebook Ads,6772.82
CUST_0090,Karan,Patel,cust_0090@customer-c360.com,2026-01-24,Female,46,English,Google Ads,6854.73
CUST_0091,Karan,Kumbari,cust_0091@customer-c360.com,2026-03-02,Other,38,English,Facebook Ads,6725.54
CUST_0092,Vikram,Nair,cust_0092@customer-c360.com,2026-01-22,Female,18,English,Facebook Ads,0.0
CUST_0093,Meera,Joshi,cust_0093@customer-c360.com,2026-02-13,Male,30,English,Facebook Ads,3111.26
CUST_0094,Rohan,Gupta,cust_0094@customer-c360.com,2026-02-21,Female,30,English,Google Ads,10963.9
CUST_0095,Meera,Joshi,cust_0095@customer-c360.com,2026-02-21,Male,33,English,Google Ads,0.0
CUST_0096,Shweta,Gupta,cust_0096@customer-c360.com,2026-03-03,Male,18,English,Google Ads,3345.88
CUST_0097,Arjun,Patel,cust_0097@customer-c360.com,2026-01-29,Male,28,English,Facebook Ads,5966.13
CUST_0098,Karan,Singh,cust_0098@customer-c360.com,2026-04-10,Male,58,English,Direct Traffic,17072.44
CUST_0099,Shweta,Nair,cust_0099@customer-c360.com,2026-03-03,Female,27,English,Google Ads,0.0
CUST_0100,Vikram,Nair,cust_0100@customer-c360.com,2026-01-08,Other,42,English,Facebook Ads,6131.57
CUST_0101,Karan,Gupta,cust_0101@customer-c360.com,2026-01-17,Male,27,English,Organic Search,9900.0
CUST_0102,Amit,Das,cust_0102@customer-c360.com,2026-01-05,Male,21,English,Direct Traffic,22796.26
CUST_0103,Karan,Verma,cust_0103@customer-c360.com,2026-01-20,Male,61,English,Facebook Ads,6255.2
CUST_0104,Vikram,Das,cust_0104@customer-c360.com,2026-04-03,Other,40,English,Facebook Ads,12089.84
CUST_0105,Karan,Singh,cust_0105@customer-c360.com,2026-04-07,Other,51,English,Google Ads,0.0
CUST_0106,Pooja,Gupta,cust_0106@customer-c360.com,2026-03-18,Male,42,English,Organic Search,6560.44
CUST_0107,Amit,Nair,cust_0107@customer-c360.com,2026-03-20,Male,45,English,Facebook Ads,1595.87
CUST_0108,Rohan,Sharma,cust_0108@customer-c360.com,2026-03-02,Male,40,English,Facebook Ads,1982.9
CUST_0109,Shweta,Sharma,cust_0109@customer-c360.com,2026-02-19,Female,29,English,Facebook Ads,19944.05
CUST_0110,Shweta,Nair,cust_0110@customer-c360.com,2026-03-09,Female,35,English,Facebook Ads,13440.08
CUST_0111,Pooja,Singh,cust_0111@customer-c360.com,2026-04-05,Male,50,English,Direct Traffic,11007.56
CUST_0112,Divya,Patel,cust_0112@customer-c360.com,2026-03-25,Other,28,English,Google Ads,7862.61
CUST_0113,Arjun,Singh,cust_0113@customer-c360.com,2026-03-18,Male,18,English,Direct Traffic,10506.78
CUST_0114,Meera,Patel,cust_0114@customer-c360.com,2026-01-18,Male,63,English,Facebook Ads,8645.43
CUST_0115,Divya,Patel,cust_0115@customer-c360.com,2026-01-30,Other,41,English,Direct Traffic,26852.13
CUST_0116,Vikram,Nair,cust_0116@customer-c360.com,2026-01-22,Male,33,English,Google Ads,0.0
CUST_0117,Shweta,Singh,cust_0117@customer-c360.com,2026-01-28,Female,56,English,Organic Search,0.0
CUST_0118,Pooja,Rao,cust_0118@customer-c360.com,2026-01-23,Male,62,English,Direct Traffic,0.0
CUST_0119,Sneha,Patel,cust_0119@customer-c360.com,2026-03-14,Other,46,English,Facebook Ads,12059.49
CUST_0120,Divya,Das,cust_0120@customer-c360.com,2026-02-11,Male,46,English,Google Ads,12350.97
CUST_0121,Meera,Gupta,cust_0121@customer-c360.com,2026-03-29,Other,46,English,Direct Traffic,16755.66
CUST_0122,Sneha,Nair,cust_0122@customer-c360.com,2026-04-02,Male,65,English,Organic Search,17868.81
CUST_0123,Amit,Das,cust_0123@customer-c360.com,2026-03-25,Other,42,English,Direct Traffic,12691.59
CUST_0124,Karan,Rao,cust_0124@customer-c360.com,2026-01-09,Female,54,English,Direct Traffic,5769.74
CUST_0125,Divya,Nair,cust_0125@customer-c360.com,2026-03-28,Other,33,English,Organic Search,12064.77
CUST_0126,Pooja,Sharma,cust_0126@customer-c360.com,2026-01-13,Female,48,English,Direct Traffic,17249.58
CUST_0127,Rohan,Gupta,cust_0127@customer-c360.com,2026-03-21,Male,44,English,Organic Search,3651.42
CUST_0128,Rohan,Nair,cust_0128@customer-c360.com,2026-04-10,Other,18,English,Google Ads,4468.08
CUST_0129,Karan,Das,cust_0129@customer-c360.com,2026-01-14,Male,45,English,Facebook Ads,2301.14
CUST_0130,Meera,Verma,cust_0130@customer-c360.com,2026-03-26,Other,38,English,Organic Search,6435.21
CUST_0131,Pooja,Nair,cust_0131@customer-c360.com,2026-03-27,Other,26,English,Direct Traffic,0.0
CUST_0132,Karan,Kumbari,cust_0132@customer-c360.com,2026-01-25,Male,40,English,Organic Search,0.0
CUST_0133,Shweta,Patel,cust_0133@customer-c360.com,2026-01-17,Female,45,English,Google Ads,29059.45
CUST_0134,Pooja,Rao,cust_0134@customer-c360.com,2026-03-31,Other,21,English,Facebook Ads,11784.86
CUST_0135,Sneha,Joshi,cust_0135@customer-c360.com,2026-04-02,Other,55,English,Facebook Ads,2572.15
CUST_0136,Amit,Kumbari,cust_0136@customer-c360.com,2026-03-19,Female,33,English,Direct Traffic,20207.1
CUST_0137,Shweta,Nair,cust_0137@customer-c360.com,2026-01-30,Other,36,English,Google Ads,8855.46
CUST_0138,Arjun,Gupta,cust_0138@customer-c360.com,2026-04-10,Female,56,English,Facebook Ads,894.08
CUST_0139,Meera,Rao,cust_0139@customer-c360.com,2026-02-05,Male,19,English,Direct Traffic,13165.27
CUST_0140,Rohan,Nair,cust_0140@customer-c360.com,2026-02-02,Male,24,English,Google Ads,13276.84
CUST_0141,Arjun,Rao,cust_0141@customer-c360.com,2026-02-23,Female,63,English,Facebook Ads,14698.92
CUST_0142,Rohan,Gupta,cust_0142@customer-c360.com,2026-01-18,Female,65,English,Facebook Ads,723.7
CUST_0143,Arjun,Joshi,cust_0143@customer-c360.com,2026-03-25,Male,18,English,Google Ads,0.0
CUST_0144,Amit,Patel,cust_0144@customer-c360.com,2026-01-02,Other,44,English,Facebook Ads,4278.26
CUST_0145,Karan,Gupta,cust_0145@customer-c360.com,2026-03-01,Other,51,English,Organic Search,8221.8
CUST_0146,Amit,Rao,cust_0146@customer-c360.com,2026-03-12,Male,32,English,Organic Search,8876.59
CUST_0147,Pooja,Gupta,cust_0147@customer-c360.com,2026-01-20,Other,19,English,Facebook Ads,15814.81
CUST_0148,Rohan,Das,cust_0148@customer-c360.com,2026-03-31,Female,59,English,Facebook Ads,9026.26
CUST_0149,Arjun,Das,cust_0149@customer-c360.com,2026-04-05,Other,61,English,Facebook Ads,11655.89
CUST_0150,Rohan,Rao,cust_0150@customer-c360.com,2026-02-12,Female,64,English,Facebook Ads,0.0
CUST_0151,Vikram,Singh,cust_0151@customer-c360.com,2026-02-21,Male,56,English,Organic Search,2388.92
CUST_0152,Vikram,Patel,cust_0152@customer-c360.com,2026-02-27,Female,59,English,Organic Search,0.0
CUST_0153,Shweta,Joshi,cust_0153@customer-c360.com,2026-01-07,Other,18,English,Organic Search,0.0
CUST_0154,Meera,Patel,cust_0154@customer-c360.com,2026-01-24,Female,48,English,Facebook Ads,0.0
CUST_0155,Pooja,Verma,cust_0155@customer-c360.com,2026-02-24,Male,49,English,Facebook Ads,22310.42
CUST_0156,Sneha,Verma,cust_0156@customer-c360.com,2026-03-09,Female,24,English,Facebook Ads,9871.79
CUST_0157,Vikram,Joshi,cust_0157@customer-c360.com,2026-01-20,Other,37,English,Facebook Ads,12488.46
CUST_0158,Amit,Singh,cust_0158@customer-c360.com,2026-02-11,Other,45,English,Direct Traffic,9116.26
CUST_0159,Meera,Nair,cust_0159@customer-c360.com,2026-01-15,Female,47,English,Direct Traffic,4878.1
CUST_0160,Amit,Das,cust_0160@customer-c360.com,2026-01-20,Male,54,English,Direct Traffic,6363.7
CUST_0161,Arjun,Das,cust_0161@customer-c360.com,2026-03-19,Other,53,English,Organic Search,0.0
CUST_0162,Karan,Kumbari,cust_0162@customer-c360.com,2026-01-07,Male,44,English,Facebook Ads,3349.77
CUST_0163,Arjun,Sharma,cust_0163@customer-c360.com,2026-02-12,Female,42,English,Facebook Ads,17131.81
CUST_0164,Arjun,Gupta,cust_0164@customer-c360.com,2026-03-08,Other,53,English,Organic Search,2460.36
CUST_0165,Amit,Joshi,cust_0165@customer-c360.com,2026-02-07,Other,40,English,Google Ads,0.0
CUST_0166,Shweta,Sharma,cust_0166@customer-c360.com,2026-02-20,Other,60,English,Facebook Ads,0.0
CUST_0167,Vikram,Gupta,cust_0167@customer-c360.com,2026-03-03,Other,63,English,Google Ads,0.0
CUST_0168,Arjun,Kumbari,cust_0168@customer-c360.com,2026-02-19,Female,55,English,Google Ads,5719.49
CUST_0169,Divya,Rao,cust_0169@customer-c360.com,2026-01-30,Male,23,English,Facebook Ads,8436.06
CUST_0170,Sneha,Verma,cust_0170@customer-c360.com,2026-02-17,Male,58,English,Direct Traffic,18062.88
CUST_0171,Shweta,Singh,cust_0171@customer-c360.com,2026-03-27,Male,46,English,Organic Search,5969.41
CUST_0172,Arjun,Rao,cust_0172@customer-c360.com,2026-02-21,Other,27,English,Facebook Ads,10918.25
CUST_0173,Amit,Nair,cust_0173@customer-c360.com,2026-02-21,Male,46,English,Direct Traffic,0.0
CUST_0174,Karan,Verma,cust_0174@customer-c360.com,2026-04-09,Female,27,English,Direct Traffic,10428.4
CUST_0175,Rohan,Joshi,cust_0175@customer-c360.com,2026-01-02,Male,53,English,Facebook Ads,0.0
CUST_0176,Arjun,Gupta,cust_0176@customer-c360.com,2026-01-21,Other,49,English,Google Ads,9479.82
CUST_0177,Divya,Verma,cust_0177@customer-c360.com,2026-03-20,Male,22,English,Google Ads,0.0
CUST_0178,Sneha,Rao,cust_0178@customer-c360.com,2026-04-06,Male,65,English,Facebook Ads,0.0
CUST_0179,Rohan,Sharma,cust_0179@customer-c360.com,2026-03-24,Female,25,English,Google Ads,6169.88
CUST_0180,Shweta,Das,cust_0180@customer-c360.com,2026-03-02,Female,34,English,Direct Traffic,10372.78
CUST_0181,Meera,Verma,cust_0181@customer-c360.com,2026-03-17,Other,58,English,Organic Search,7396.13
CUST_0182,Pooja,Nair,cust_0182@customer-c360.com,2026-03-26,Male,59,English,Facebook Ads,9721.17
CUST_0183,Divya,Gupta,cust_0183@customer-c360.com,2026-01-21,Male,59,English,Facebook Ads,19532.54
CUST_0184,Pooja,Nair,cust_0184@customer-c360.com,2026-01-08,Female,24,English,Organic Search,15647.99
CUST_0185,Vikram,Verma,cust_0185@customer-c360.com,2026-04-03,Female,51,English,Google Ads,15312.46
CUST_0186,Divya,Das,cust_0186@customer-c360.com,2026-01-02,Female,41,English,Google Ads,17101.82
CUST_0187,Shweta,Gupta,cust_0187@customer-c360.com,2026-01-27,Male,45,English,Direct Traffic,0.0
CUST_0188,Rohan,Singh,cust_0188@customer-c360.com,2026-03-01,Male,21,English,Google Ads,0.0
CUST_0189,Vikram,Sharma,cust_0189@customer-c360.com,2026-04-11,Other,60,English,Facebook Ads,0.0
CUST_0190,Vikram,Singh,cust_0190@customer-c360.com,2026-01-08,Other,50,English,Facebook Ads,8243.53
CUST_0191,Arjun,Verma,cust_0191@customer-c360.com,2026-04-10,Female,58,English,Direct Traffic,4877.02
CUST_0192,Meera,Verma,cust_0192@customer-c360.com,2026-01-17,Male,43,English,Facebook Ads,23462.66
CUST_0193,Arjun,Das,cust_0193@customer-c360.com,2026-01-29,Female,45,English,Organic Search,0.0
CUST_0194,Amit,Singh,cust_0194@customer-c360.com,2026-01-31,Female,36,English,Organic Search,11678.54
CUST_0195,Karan,Patel,cust_0195@customer-c360.com,2026-02-27,Male,29,English,Organic Search,0.0
CUST_0196,Amit,Patel,cust_0196@customer-c360.com,2026-01-27,Female,36,English,Google Ads,6585.35
CUST_0197,Karan,Das,cust_0197@customer-c360.com,2026-03-21,Other,62,English,Direct Traffic,11917.21
CUST_0198,Amit,Gupta,cust_0198@customer-c360.com,2026-02-19,Male,65,English,Facebook Ads,10622.86
CUST_0199,Amit,Patel,cust_0199@customer-c360.com,2026-03-30,Male,43,English,Organic Search,9561.1
CUST_0200,Rohan,Rao,cust_0200@customer-c360.com,2026-01-08,Female,45,English,Google Ads,6114.24
CUST_0201,Vikram,Patel,cust_0201@customer-c360.com,2026-01-04,Female,57,English,Facebook Ads,9830.18
CUST_0202,Meera,Das,cust_0202@customer-c360.com,2026-01-16,Male,19,English,Organic Search,0.0
CUST_0203,Amit,Verma,cust_0203@customer-c360.com,2026-02-08,Female,34,English,Google Ads,10430.42
CUST_0204,Divya,Patel,cust_0204@customer-c360.com,2026-02-10,Other,40,English,Organic Search,3931.79
CUST_0205,Sneha,Verma,cust_0205@customer-c360.com,2026-02-04,Male,20,English,Direct Traffic,19038.87
CUST_0206,Karan,Patel,cust_0206@customer-c360.com,2026-01-31,Male,40,English,Google Ads,0.0
CUST_0207,Sneha,Rao,cust_0207@customer-c360.com,2026-03-06,Female,59,English,Direct Traffic,0.0
CUST_0208,Karan,Sharma,cust_0208@customer-c360.com,2026-01-21,Male,41,English,Direct Traffic,4091.56
CUST_0209,Rohan,Gupta,cust_0209@customer-c360.com,2026-01-22,Other,39,English,Facebook Ads,11409.34
CUST_0210,Shweta,Nair,cust_0210@customer-c360.com,2026-02-13,Female,44,English,Organic Search,32641.52
CUST_0211,Rohan,Das,cust_0211@customer-c360.com,2026-02-21,Male,60,English,Google Ads,0.0
CUST_0212,Vikram,Nair,cust_0212@customer-c360.com,2026-01-24,Other,28,English,Direct Traffic,0.0
CUST_0213,Shweta,Kumbari,cust_0213@customer-c360.com,2026-03-09,Female,22,English,Google Ads,8336.1
CUST_0214,Divya,Joshi,cust_0214@customer-c360.com,2026-04-04,Female,37,English,Direct Traffic,15201.93
CUST_0215,Pooja,Kumbari,cust_0215@customer-c360.com,2026-03-05,Female,59,English,Google Ads,8707.08
CUST_0216,Arjun,Nair,cust_0216@customer-c360.com,2026-02-07,Female,58,English,Organic Search,9974.31
CUST_0217,Karan,Patel,cust_0217@customer-c360.com,2026-03-15,Female,24,English,Direct Traffic,17778.57
CUST_0218,Amit,Kumbari,cust_0218@customer-c360.com,2026-03-13,Female,20,English,Google Ads,22884.12
CUST_0219,Arjun,Rao,cust_0219@customer-c360.com,2026-01-26,Female,46,English,Facebook Ads,4758.91
CUST_0220,Sneha,Rao,cust_0220@customer-c360.com,2026-01-15,Other,22,English,Facebook Ads,4491.43
CUST_0221,Amit,Nair,cust_0221@customer-c360.com,2026-02-21,Male,26,English,Google Ads,0.0
CUST_0222,Meera,Sharma,cust_0222@customer-c360.com,2026-01-01,Other,64,English,Direct Traffic,10113.13
CUST_0223,Sneha,Das,cust_0223@customer-c360.com,2026-01-08,Male,48,English,Facebook Ads,0.0
CUST_0224,Shweta,Joshi,cust_0224@customer-c360.com,2026-02-16,Female,39,English,Organic Search,1599.28
CUST_0225,Vikram,Nair,cust_0225@customer-c360.com,2026-02-11,Other,64,English,Direct Traffic,27708.42
CUST_0226,Rohan,Verma,cust_0226@customer-c360.com,2026-02-05,Female,38,English,Google Ads,0.0
CUST_0227,Vikram,Joshi,cust_0227@customer-c360.com,2026-02-11,Male,42,English,Google Ads,0.0
CUST_0228,Karan,Sharma,cust_0228@customer-c360.com,2026-02-15,Female,32,English,Facebook Ads,3065.76
CUST_0229,Rohan,Singh,cust_0229@customer-c360.com,2026-02-27,Female,37,English,Direct Traffic,11587.01
CUST_0230,Vikram,Das,cust_0230@customer-c360.com,2026-03-30,Other,47,English,Direct Traffic,7065.31
CUST_0231,Amit,Das,cust_0231@customer-c360.com,2026-01-24,Female,33,English,Organic Search,6675.18
CUST_0232,Arjun,Joshi,cust_0232@customer-c360.com,2026-02-12,Other,21,English,Direct Traffic,9398.56
CUST_0233,Meera,Sharma,cust_0233@customer-c360.com,2026-03-08,Female,64,English,Facebook Ads,0.0
CUST_0234,Divya,Joshi,cust_0234@customer-c360.com,2026-03-24,Other,30,English,Facebook Ads,0.0
CUST_0235,Rohan,Nair,cust_0235@customer-c360.com,2026-03-02,Other,32,English,Direct Traffic,3119.45
CUST_0236,Sneha,Rao,cust_0236@customer-c360.com,2026-01-07,Female,21,English,Facebook Ads,7298.39
CUST_0237,Shweta,Patel,cust_0237@customer-c360.com,2026-01-19,Male,25,English,Facebook Ads,1504.15
CUST_0238,Shweta,Gupta,cust_0238@customer-c360.com,2026-02-06,Male,34,English,Direct Traffic,8932.06
CUST_0239,Karan,Nair,cust_0239@customer-c360.com,2026-01-09,Male,60,English,Direct Traffic,5011.32
CUST_0240,Vikram,Nair,cust_0240@customer-c360.com,2026-03-04,Other,41,English,Facebook Ads,12407.72
CUST_0241,Rohan,Rao,cust_0241@customer-c360.com,2026-02-24,Female,37,English,Organic Search,0.0
CUST_0242,Pooja,Patel,cust_0242@customer-c360.com,2026-03-04,Other,49,English,Organic Search,0.0
CUST_0243,Shweta,Gupta,cust_0243@customer-c360.com,2026-02-15,Female,28,English,Facebook Ads,2677.58
CUST_0244,Vikram,Patel,cust_0244@customer-c360.com,2026-03-10,Female,30,English,Google Ads,0.0
CUST_0245,Pooja,Sharma,cust_0245@customer-c360.com,2026-01-17,Female,46,English,Direct Traffic,11317.23
CUST_0246,Shweta,Joshi,cust_0246@customer-c360.com,2026-02-15,Male,26,English,Direct Traffic,3307.09
CUST_0247,Arjun,Kumbari,cust_0247@customer-c360.com,2026-03-09,Female,23,English,Direct Traffic,11647.66
CUST_0248,Sneha,Rao,cust_0248@customer-c360.com,2026-03-27,Male,41,English,Facebook Ads,6555.6
CUST_0249,Arjun,Verma,cust_0249@customer-c360.com,2026-01-10,Other,29,English,Facebook Ads,16251.05
